Time,Buy Price
2020-05-31 03:59:06.895773,9567.42
2020-05-31 03:59:07.965986,9567.54
2020-05-31 03:59:09.029582,9567.65
2020-05-31 03:59:10.170644,9567.77
2020-05-31 03:59:11.291527,9567.7
2020-05-31 03:59:12.392959,9567.96
2020-05-31 03:59:13.446372,9568.07
2020-05-31 03:59:14.533169,9568.15
2020-05-31 03:59:15.615446,9568.24
2020-05-31 03:59:16.724350,9568.06
2020-05-31 03:59:17.787277,9568.08
2020-05-31 03:59:18.842410,9568.05
2020-05-31 03:59:19.897473,9567.92
2020-05-31 03:59:21.010200,9567.98
2020-05-31 03:59:22.101446,9568.15
2020-05-31 03:59:23.148233,9567.96
2020-05-31 03:59:24.270072,9567.96
2020-05-31 03:59:25.380711,9568.09
2020-05-31 03:59:26.464042,9568.1
2020-05-31 03:59:27.548326,9567.69
2020-05-31 03:59:28.619049,9567.67
2020-05-31 03:59:29.787979,9568.19
2020-05-31 03:59:30.886493,9568.19
2020-05-31 03:59:31.941753,9568.19
2020-05-31 03:59:32.948290,9568.19
2020-05-31 03:59:33.991720,9568.19
2020-05-31 03:59:35.016048,9568.19
2020-05-31 03:59:36.125641,9568.19
2020-05-31 03:59:37.328054,9568.74
2020-05-31 03:59:38.423736,9568.26
2020-05-31 03:59:39.493900,9568.32
2020-05-31 03:59:40.568897,9568.44
2020-05-31 03:59:41.655110,9568.16
2020-05-31 03:59:42.840772,9568.56
2020-05-31 03:59:43.921055,9567.58
2020-05-31 03:59:44.981076,9567.58
2020-05-31 03:59:46.111051,9567.58
2020-05-31 03:59:47.201314,9567.74
2020-05-31 03:59:48.241658,9569.83
2020-05-31 03:59:49.336518,9567.72
2020-05-31 03:59:50.379247,9567.43
2020-05-31 03:59:51.450407,9567.75
2020-05-31 03:59:52.549043,9567.67
2020-05-31 03:59:53.599007,9568.02
2020-05-31 03:59:54.639144,9567.85
2020-05-31 03:59:55.707702,9567.86
2020-05-31 03:59:56.776543,9568.23
2020-05-31 03:59:57.876150,9568.5
2020-05-31 03:59:58.964473,9567.62
2020-05-31 04:00:00.097377,9568.39
2020-05-31 04:00:01.257999,9567.61
2020-05-31 04:00:02.419982,9567.61
2020-05-31 04:00:03.409028,9567.61
2020-05-31 04:00:04.414001,9567.61
2020-05-31 04:00:05.498218,9567.61
2020-05-31 04:00:06.513997,9567.61
2020-05-31 04:00:07.596025,9567.61
2020-05-31 04:00:08.604513,9567.61
2020-05-31 04:00:09.627571,9567.61
2020-05-31 04:00:10.710910,9567.61
2020-05-31 04:00:11.718689,9567.61
2020-05-31 04:00:12.822631,9567.06
2020-05-31 04:00:13.851834,9567.06
2020-05-31 04:00:14.871503,9567.06
2020-05-31 04:00:15.947505,9567.17
2020-05-31 04:00:17.065483,9567.06
2020-05-31 04:00:18.151985,9566.9
2020-05-31 04:00:19.304360,9565.06
2020-05-31 04:00:20.404043,9565.57
2020-05-31 04:00:21.555055,9565.1
2020-05-31 04:00:22.611030,9565.09
2020-05-31 04:00:23.685061,9565.31
2020-05-31 04:00:24.748659,9565.23
2020-05-31 04:00:25.824017,9565.37
2020-05-31 04:00:27.024084,9565.09
2020-05-31 04:00:28.143842,9565.16
2020-05-31 04:00:29.194535,9564.32
2020-05-31 04:00:30.235259,9564.23
2020-05-31 04:00:31.290538,9564.64
2020-05-31 04:00:32.408978,9564.88
2020-05-31 04:00:33.459670,9565.02
2020-05-31 04:00:34.547856,9565.95
2020-05-31 04:00:35.577153,9565.95
2020-05-31 04:00:36.688682,9565.94
2020-05-31 04:00:37.802932,9563.92
2020-05-31 04:00:38.891896,9564.61
2020-05-31 04:00:39.928132,9564.11
2020-05-31 04:00:40.981698,9563.79
2020-05-31 04:00:42.150494,9563.25
2020-05-31 04:00:43.270992,9563.15
2020-05-31 04:00:44.353701,9564.75
2020-05-31 04:00:45.497384,9564.68
2020-05-31 04:00:46.578995,9564.52
2020-05-31 04:00:47.679032,9564.64
2020-05-31 04:00:48.760804,9565.14
2020-05-31 04:00:49.818539,9564.7
2020-05-31 04:00:50.839875,9563.83
2020-05-31 04:00:51.904453,9563.83
2020-05-31 04:00:53.005256,9563.95
2020-05-31 04:00:54.069091,9564.51
2020-05-31 04:00:55.152080,9564.82
2020-05-31 04:00:56.224367,9563.64
2020-05-31 04:00:57.407289,9563.12
2020-05-31 04:00:58.503469,9564.66
2020-05-31 04:00:59.597279,9564.37
2020-05-31 04:01:00.679478,9564.57
2020-05-31 04:01:01.799511,9564.88
2020-05-31 04:01:02.852913,9564.5
2020-05-31 04:01:03.970068,9564.11
2020-05-31 04:01:04.995488,9561.96
2020-05-31 04:01:06.048110,9561.43
2020-05-31 04:01:07.148369,9560.71
2020-05-31 04:01:08.236115,9561.59
2020-05-31 04:01:09.298372,9561.57
2020-05-31 04:01:10.324028,9561.72
2020-05-31 04:01:11.406682,9561.23
2020-05-31 04:01:12.540731,9561.47
2020-05-31 04:01:13.634447,9561.31
2020-05-31 04:01:14.684758,9560.9
2020-05-31 04:01:15.707044,9560.9
2020-05-31 04:01:16.728119,9560.89
2020-05-31 04:01:17.880657,9561.63
2020-05-31 04:01:19.049863,9562.28
2020-05-31 04:01:20.153353,9561.58
2020-05-31 04:01:21.205083,9561.65
2020-05-31 04:01:22.267037,9562.07
2020-05-31 04:01:23.395679,9561.75
2020-05-31 04:01:24.513535,9560.52
2020-05-31 04:01:25.678913,9560.26
2020-05-31 04:01:26.701415,9560.37
2020-05-31 04:01:27.764457,9562.18
2020-05-31 04:01:28.809189,9561.97
2020-05-31 04:01:29.860152,9561.95
2020-05-31 04:01:30.963076,9560.53
2020-05-31 04:01:32.050437,9561.76
2020-05-31 04:01:33.169348,9561.86
2020-05-31 04:01:34.273028,9561.9
2020-05-31 04:01:35.335446,9561.94
2020-05-31 04:01:36.394389,9562.1
