Time,Sell Price
2020-05-31 03:54:50.724030,9559.09
2020-05-31 03:54:51.776827,9558.85
2020-05-31 03:54:52.828825,9558.73
2020-05-31 03:54:53.931791,9557.9
2020-05-31 03:54:55.094032,9557.66
2020-05-31 03:54:56.137560,9557.57
2020-05-31 03:54:57.157613,9557.56
2020-05-31 03:54:58.261917,9557.41
2020-05-31 03:54:59.381632,9557.41
2020-05-31 03:55:00.431113,9557.41
2020-05-31 03:55:01.469254,9557.47
2020-05-31 03:55:02.505820,9557.41
2020-05-31 03:55:03.572679,9556.04
2020-05-31 03:55:04.648761,9556.29
2020-05-31 03:55:05.760472,9556.51
2020-05-31 03:55:06.845832,9559.27
2020-05-31 03:55:07.952524,9559.94
2020-05-31 03:55:09.015816,9559.27
2020-05-31 03:55:10.122316,9558.22
2020-05-31 03:55:11.226054,9558.95
2020-05-31 03:55:12.291917,9558.54
2020-05-31 03:55:13.359721,9558.1
2020-05-31 03:55:14.489526,9557.92
2020-05-31 03:55:15.606686,9557.66
2020-05-31 03:55:16.659657,9558.18
2020-05-31 03:55:17.692175,9557.51
2020-05-31 03:55:18.786587,9559.0
2020-05-31 03:55:19.867649,9559.3
2020-05-31 03:55:20.919273,9559.3
2020-05-31 03:55:22.011158,9558.85
2020-05-31 03:55:23.145043,9557.43
2020-05-31 03:55:24.247960,9559.0
2020-05-31 03:55:25.349617,9559.26
2020-05-31 03:55:26.488399,9558.24
2020-05-31 03:55:27.542433,9558.86
2020-05-31 03:55:28.590804,9559.1
2020-05-31 03:55:29.663686,9558.36
2020-05-31 03:55:30.811782,9558.82
2020-05-31 03:55:31.882430,9558.65
2020-05-31 03:55:32.922517,9558.76
2020-05-31 03:55:33.988656,9559.07
2020-05-31 03:55:35.136448,9558.25
2020-05-31 03:55:36.244080,9558.21
2020-05-31 03:55:37.296271,9558.32
2020-05-31 03:55:38.368231,9558.2
2020-05-31 03:55:39.466111,9558.33
2020-05-31 03:55:40.577060,9558.74
2020-05-31 03:55:41.677461,9557.89
2020-05-31 03:55:42.714572,9557.87
2020-05-31 03:55:43.786779,9558.2
2020-05-31 03:55:44.878715,9558.27
2020-05-31 03:55:46.039663,9558.18
2020-05-31 03:55:47.075160,9558.54
2020-05-31 03:55:48.175608,9558.27
2020-05-31 03:55:49.263955,9558.08
2020-05-31 03:55:50.376291,9558.82
2020-05-31 03:55:51.454192,9558.79
2020-05-31 03:55:52.541131,9557.5
2020-05-31 03:55:53.623835,9558.14
2020-05-31 03:55:54.696817,9558.01
2020-05-31 03:55:55.845958,9558.53
2020-05-31 03:55:56.935890,9558.61
2020-05-31 03:55:58.021053,9558.0
2020-05-31 03:55:59.073287,9558.34
2020-05-31 03:56:00.159135,9558.11
2020-05-31 03:56:01.315295,9557.96
2020-05-31 03:56:02.349772,9559.08
2020-05-31 03:56:03.470137,9559.1
2020-05-31 03:56:04.524291,9558.16
2020-05-31 03:56:05.622261,9557.58
2020-05-31 03:56:06.676021,9557.0
2020-05-31 03:56:07.728930,9557.56
2020-05-31 03:56:08.767596,9557.57
2020-05-31 03:56:09.872912,9557.58
2020-05-31 03:56:10.937662,9557.01
2020-05-31 03:56:12.009290,9557.57
2020-05-31 03:56:13.059793,9557.73
2020-05-31 03:56:14.116235,9557.52
2020-05-31 03:56:15.216707,9557.6
2020-05-31 03:56:16.352051,9557.53
2020-05-31 03:56:17.356250,9557.53
