Time,Market Price
2020-05-31 04:01:30.310137,9555.43
2020-05-31 04:01:31.369553,9555.42
2020-05-31 04:01:32.514131,9556.05
2020-05-31 04:01:33.602911,9556.13
2020-05-31 04:01:34.662647,9556.16
2020-05-31 04:01:35.743182,9556.4
2020-05-31 04:01:36.830038,9556.36
2020-05-31 04:01:37.937159,9557.21
2020-05-31 04:01:39.040088,9557.71
2020-05-31 04:01:40.122196,9556.88
2020-05-31 04:01:41.193446,9556.91
2020-05-31 04:01:42.252602,9556.86
2020-05-31 04:01:43.374447,9556.13
2020-05-31 04:01:44.477787,9556.26
2020-05-31 04:01:45.571544,9556.94
2020-05-31 04:01:46.646374,9557.56
2020-05-31 04:01:47.794538,9556.87
2020-05-31 04:01:48.815549,9556.86
2020-05-31 04:01:49.923080,9557.24
2020-05-31 04:01:51.028019,9556.32
2020-05-31 04:01:52.077094,9556.3
2020-05-31 04:01:53.157136,9556.54
2020-05-31 04:01:54.281303,9556.18
2020-05-31 04:01:55.349188,9556.72
2020-05-31 04:01:56.407822,9556.67
2020-05-31 04:01:57.441223,9556.97
2020-05-31 04:01:58.512513,9556.89
2020-05-31 04:01:59.692602,9557.03
2020-05-31 04:02:00.762650,9557.12
2020-05-31 04:02:01.815339,9557.55
